,0,1
26,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
27,game lắm hack vcl anti-cheat như bìu,False
28,game toàn hack,False
29,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
30,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
31,hack qúa hack,False
32,hay và được,False
33,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
34,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
35,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
36,game hay,False
37,vac anti-check vô lý tự dưng lại band,False
38,game đầu buồi,False
39,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
40,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
41,game hay mà nhiều hack quá,False
42,hay,False
43,game gác,False
44,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
45,không tối ưu cho những máy cấu hình thấp,False
46,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
47,i bought thí game before and nơ it s like you re betrayed,False
48,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
49,lỗi không chơi được game,False
50,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
51,game bắn súng cùng đồng đội vs,False
52,game rác toàn hack,False
53,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
54,game lắm hack vcl anti-cheat như bìu,False
55,game toàn hack,False
56,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
57,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
58,hack qúa hack,False
59,hay và được,False
60,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
61,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
62,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
63,game hay,False
64,vac anti-check vô lý tự dưng lại band,False
65,game đầu buồi,False
66,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
67,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
68,game hay mà nhiều hack quá,False
69,hay,False
70,game gác,False
71,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
72,không tối ưu cho những máy cấu hình thấp,False
73,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
74,i bought thí game before and nơ it s like you re betrayed,False
75,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
76,lỗi không chơi được game,False
77,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
78,game bắn súng cùng đồng đội vs,False
79,game rác toàn hack,False
80,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
81,game lắm hack vcl anti-cheat như bìu,False
82,game toàn hack,False
83,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
84,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
85,hack qúa hack,False
86,hay và được,False
87,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
88,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
89,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
90,game hay,False
91,vac anti-check vô lý tự dưng lại band,False
92,game đầu buồi,False
93,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
94,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
95,game hay mà nhiều hack quá,False
96,hay,False
97,game gác,False
98,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
99,không tối ưu cho những máy cấu hình thấp,False
100,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
101,i bought thí game before and nơ it s like you re betrayed,False
102,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
103,lỗi không chơi được game,False
104,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
105,game bắn súng cùng đồng đội vs,False
106,game rác toàn hack,False
107,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
108,game lắm hack vcl anti-cheat như bìu,False
109,game toàn hack,False
110,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
111,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
112,hack qúa hack,False
113,hay và được,False
114,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
115,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
116,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
117,game hay,False
118,vac anti-check vô lý tự dưng lại band,False
119,game đầu buồi,False
120,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
121,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
122,game hay mà nhiều hack quá,False
123,hay,False
124,game gác,False
125,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
126,không tối ưu cho những máy cấu hình thấp,False
127,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
128,i bought thí game before and nơ it s like you re betrayed,False
129,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
130,lỗi không chơi được game,False
131,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
132,game bắn súng cùng đồng đội vs,False
133,game rác toàn hack,False
134,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
135,game lắm hack vcl anti-cheat như bìu,False
136,game toàn hack,False
137,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
138,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
139,hack qúa hack,False
140,hay và được,False
141,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
142,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
143,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
144,game hay,False
145,vac anti-check vô lý tự dưng lại band,False
146,game đầu buồi,False
147,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
148,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
149,game hay mà nhiều hack quá,False
150,hay,False
151,game gác,False
152,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
153,không tối ưu cho những máy cấu hình thấp,False
154,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
155,i bought thí game before and nơ it s like you re betrayed,False
156,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
157,lỗi không chơi được game,False
158,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
159,game bắn súng cùng đồng đội vs,False
160,game rác toàn hack,False
161,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
162,game lắm hack vcl anti-cheat như bìu,False
163,game toàn hack,False
164,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
165,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
166,hack qúa hack,False
167,hay và được,False
168,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
169,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
170,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
171,game hay,False
172,vac anti-check vô lý tự dưng lại band,False
173,game đầu buồi,False
174,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
175,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
176,game hay mà nhiều hack quá,False
177,hay,False
178,game gác,False
179,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
180,không tối ưu cho những máy cấu hình thấp,False
181,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
182,i bought thí game before and nơ it s like you re betrayed,False
183,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
184,lỗi không chơi được game,False
185,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
186,game bắn súng cùng đồng đội vs,False
187,game rác toàn hack,False
188,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
189,game lắm hack vcl anti-cheat như bìu,False
190,game toàn hack,False
191,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
192,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
193,hack qúa hack,False
194,hay và được,False
195,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
196,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
197,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
198,game hay,False
199,vac anti-check vô lý tự dưng lại band,False
200,game đầu buồi,False
201,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
202,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
203,game hay mà nhiều hack quá,False
204,hay,False
205,game gác,False
206,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
207,không tối ưu cho những máy cấu hình thấp,False
208,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
209,i bought thí game before and nơ it s like you re betrayed,False
210,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
211,lỗi không chơi được game,False
212,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
213,game bắn súng cùng đồng đội vs,False
214,game rác toàn hack,False
215,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
216,game lắm hack vcl anti-cheat như bìu,False
217,game toàn hack,False
218,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
219,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
220,hack qúa hack,False
221,hay và được,False
222,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
223,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
224,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
225,game hay,False
226,vac anti-check vô lý tự dưng lại band,False
227,game đầu buồi,False
228,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
229,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
230,game hay mà nhiều hack quá,False
231,hay,False
232,game gác,False
233,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
234,không tối ưu cho những máy cấu hình thấp,False
235,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
236,i bought thí game before and nơ it s like you re betrayed,False
237,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
238,lỗi không chơi được game,False
239,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
240,game bắn súng cùng đồng đội vs,False
241,game rác toàn hack,False
242,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
243,game lắm hack vcl anti-cheat như bìu,False
244,game toàn hack,False
245,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
246,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
247,hack qúa hack,False
248,hay và được,False
249,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
250,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
251,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
252,game hay,False
253,vac anti-check vô lý tự dưng lại band,False
254,game đầu buồi,False
255,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
256,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
257,game hay mà nhiều hack quá,False
258,hay,False
259,game gác,False
260,một trò chơi yêu thích của tôi tuy nhiên vấn nạn hacker quá nhiều nên cũng một phần làm tôi chán nản nhà phát hành làm chưa tốt,False
261,không tối ưu cho những máy cấu hình thấp,False
262,english i got vac for no reason game kicks players for no reason i ned admin to check again now you embaras me with my friends and enemies they laugh at me and cal me cheat hack doing this i wil never trust vac csgo vietnams tôi bị vac khong lý do game kick người chơi không lý do tôi cần quảng trị viên kiểm tra lại bây giờ các ngươi làm tôi mất mặt với bạn bè và kẻ định họ cười tôi và gọi tôi cheat hack làm kiểu này tôi sẽ không bao giờ tin tưởng vac csgo nửa,False
263,i bought thí game before and nơ it s like you re betrayed,False
264,khi game còn phải mua thì hack cheat còn ít vậy mà bây giờ còn mở fre để kéo rating của game rồi game còn nát hơn cả sh t,False
265,lỗi không chơi được game,False
266,game rất buồn cười làm tôi rớt con mẹ nó cặc,False
267,game bắn súng cùng đồng đội vs,False
268,game rác toàn hack,False
269,overwach như con cặc vậy toàn mấy thằng ngu lồn ban ngu địt con mẹ chung mày toàn mấy thằng não chứa cức không đéo biết hack hay không cũng ban địt con mẹ chung mày mấy thằng loz overwach rẻ rách,False
270,game lắm hack vcl anti-cheat như bìu,False
271,game toàn hack,False
272,h game như cái đầu buồi quấn giẻ h quá khứ kia của anh chỉ toàn là những giá băng quá khứ kia của anh chỉ là người luôn sống trong đợi chờ em sẽ không về đâu thats what u say em sẽ không về đâu đừng chờ đợi những giấc mơ trong giấc mơ của anh giờ chẳng tìm thấy lối ra trong giấc mơ của anh giờ toàn là những tháng năm lạnh lùng em có nghe được không tel me where u at em có nghe được không hỡi em,False
273,ahora con el fre to play hay gente antigamer y trol más hackers vuelvan el juego de compra pls,False
274,hack qúa hack,False
275,hay và được,False
276,game như c toàn hacker với cheats bọn lol csgo chúng mày,False
277,game hack nhiều quá càng ngày càng rác thật sự chán quá hồi trước game đẹp bao nhiêu giờ ai cũng có thể hack rồi làm game tệ đi cho dù có prime hay nonprime thì họ cũng sẽ bất chấp để hack steam vắt sữa từ người chơi nhiều quá thay vì có thể làm anti cheat mạnh như faceit hay e thì tốt biết mấy,False
278,game lỗi load không được rồi bị ban p đồng đội chạy vào lửa của tôi và rồi bị ban tiếng gamer toxic thì k ban bắn nhau đạn lạc thì ban,False
279,game hay,False
280,vac anti-check vô lý tự dưng lại band,False
281,game đầu buồi,False
282,đm game như loz quả smoke quá vật lý khiến bạn khánh thor của tôi bị mất k,False
283,tại sao tôi lại bị ban trong khi đồng đội bắn tôi tôi kick họ là kết cục là tôi bị ban game xác nhận sao thế,False
